work_item_id,project_id,parent_work_item_id,work_item_type,title,state,blocked_flag,created_date,closed_date,story_points
WI-000728,PJ-300-03-01,WI-000721,Story,Story 5 for PJ-300-03-01,Done,False,2026-06-05,2026-07-10,13
WI-000729,PJ-300-03-01,WI-000721,Story,Story 6 for PJ-300-03-01,Blocked,True,2026-01-26,,2
WI-000730,PJ-300-03-01,WI-000721,Story,Story 7 for PJ-300-03-01,Ready,False,2026-01-10,,3
WI-000731,PJ-300-03-01,WI-000721,Story,Story 8 for PJ-300-03-01,Ready,False,2026-08-08,,8
WI-000732,PJ-300-03-01,WI-000723,Story,Story 9 for PJ-300-03-01,Ready,False,2026-05-22,,3
WI-000733,PJ-300-03-01,WI-000723,Story,Story 10 for PJ-300-03-01,Ready,False,2026-03-13,,8
WI-000734,PJ-300-03-01,WI-000723,Story,Story 11 for PJ-300-03-01,Backlog,False,2026-04-19,,3
WI-000735,PJ-300-03-01,WI-000723,Story,Story 12 for PJ-300-03-01,Review,False,2026-03-08,,2
WI-000736,PJ-300-03-01,WI-000721,Story,Story 13 for PJ-300-03-01,Review,False,2026-04-13,,3
WI-000737,PJ-300-03-01,WI-000723,Story,Story 14 for PJ-300-03-01,Review,False,2026-06-23,,2
WI-000738,PJ-300-03-01,WI-000721,Story,Story 15 for PJ-300-03-01,Ready,False,2026-05-18,,13
WI-000739,PJ-300-03-02,,Epic,Epic 1 for PJ-300-03-02,Done,False,2026-01-15,,
WI-000740,PJ-300-03-02,,Epic,Epic 2 for PJ-300-03-02,In Progress,False,2026-01-15,,
WI-000741,PJ-300-03-02,,Epic,Epic 3 for PJ-300-03-02,Done,False,2026-01-15,,
WI-000742,PJ-300-03-02,WI-000739,Story,Story 1 for PJ-300-03-02,Blocked,True,2026-06-28,,13
WI-000743,PJ-300-03-02,WI-000741,Story,Story 2 for PJ-300-03-02,Done,False,2026-04-06,2026-05-21,8
WI-000744,PJ-300-03-02,WI-000740,Story,Story 3 for PJ-300-03-02,Ready,False,2026-06-04,,2
WI-000745,PJ-300-03-02,WI-000740,Story,Story 4 for PJ-300-03-02,Review,False,2026-03-22,,1
WI-000746,PJ-300-03-02,WI-000739,Story,Story 5 for PJ-300-03-02,Ready,False,2026-06-04,,3
WI-000747,PJ-300-03-02,WI-000741,Story,Story 6 for PJ-300-03-02,Done,False,2026-02-01,2026-02-11,8
WI-000748,PJ-300-03-02,WI-000740,Story,Story 7 for PJ-300-03-02,Backlog,False,2026-04-15,,13
WI-000749,PJ-300-03-02,WI-000740,Story,Story 8 for PJ-300-03-02,In Progress,False,2026-01-23,,3
WI-000750,PJ-300-03-02,WI-000740,Story,Story 9 for PJ-300-03-02,Ready,False,2026-02-07,,1
WI-000751,PJ-300-03-02,WI-000739,Story,Story 10 for PJ-300-03-02,Review,False,2026-01-26,,5
WI-000752,PJ-300-03-02,WI-000739,Story,Story 11 for PJ-300-03-02,Backlog,False,2026-01-27,,8
WI-000753,PJ-300-03-02,WI-000741,Story,Story 12 for PJ-300-03-02,In Progress,False,2026-07-06,,5
WI-000754,PJ-300-03-02,WI-000741,Story,Story 13 for PJ-300-03-02,Done,False,2026-01-25,2026-02-19,8
WI-000755,PJ-300-03-02,WI-000741,Story,Story 14 for PJ-300-03-02,In Progress,False,2026-08-10,,3
WI-000756,PJ-300-03-02,WI-000739,Story,Story 15 for PJ-300-03-02,Backlog,False,2026-06-05,,2
WI-000757,PJ-300-03-03,,Epic,Epic 1 for PJ-300-03-03,In Progress,False,2026-01-15,,
WI-000758,PJ-300-03-03,,Epic,Epic 2 for PJ-300-03-03,In Progress,False,2026-01-15,,
WI-000759,PJ-300-03-03,,Epic,Epic 3 for PJ-300-03-03,Backlog,False,2026-01-15,,
WI-000760,PJ-300-03-03,WI-000759,Story,Story 1 for PJ-300-03-03,Blocked,True,2026-03-30,,8
WI-000761,PJ-300-03-03,WI-000758,Story,Story 2 for PJ-300-03-03,Done,False,2026-05-22,2026-06-19,8
WI-000762,PJ-300-03-03,WI-000757,Story,Story 3 for PJ-300-03-03,In Progress,False,2026-02-02,,13
WI-000763,PJ-300-03-03,WI-000757,Story,Story 4 for PJ-300-03-03,Blocked,True,2026-05-12,,13
WI-000764,PJ-300-03-03,WI-000758,Story,Story 5 for PJ-300-03-03,Ready,False,2026-02-02,,8
WI-000765,PJ-300-03-03,WI-000757,Story,Story 6 for PJ-300-03-03,In Progress,False,2026-07-08,,13
WI-000766,PJ-300-03-03,WI-000759,Story,Story 7 for PJ-300-03-03,In Progress,False,2026-06-13,,2
WI-000767,PJ-300-03-03,WI-000759,Story,Story 8 for PJ-300-03-03,Done,False,2026-06-23,2026-07-22,5
WI-000768,PJ-300-03-03,WI-000758,Story,Story 9 for PJ-300-03-03,Review,False,2026-02-16,,5
WI-000769,PJ-300-03-03,WI-000758,Story,Story 10 for PJ-300-03-03,In Progress,False,2026-05-09,,5
WI-000770,PJ-300-03-03,WI-000757,Story,Story 11 for PJ-300-03-03,Blocked,True,2026-05-14,,3
WI-000771,PJ-300-03-03,WI-000758,Story,Story 12 for PJ-300-03-03,Backlog,False,2026-06-12,,5
WI-000772,PJ-300-03-03,WI-000757,Story,Story 13 for PJ-300-03-03,In Progress,False,2026-07-17,,13
WI-000773,PJ-300-03-03,WI-000759,Story,Story 14 for PJ-300-03-03,Backlog,False,2026-01-21,,2
WI-000774,PJ-300-03-03,WI-000759,Story,Story 15 for PJ-300-03-03,Ready,False,2026-01-24,,1
WI-000775,PJ-300-03-04,,Epic,Epic 1 for PJ-300-03-04,Backlog,False,2026-01-15,,
WI-000776,PJ-300-03-04,,Epic,Epic 2 for PJ-300-03-04,Done,False,2026-01-15,,
WI-000777,PJ-300-03-04,,Epic,Epic 3 for PJ-300-03-04,In Progress,False,2026-01-15,,
WI-000778,PJ-300-03-04,WI-000775,Story,Story 1 for PJ-300-03-04,Review,False,2026-05-22,,5
WI-000779,PJ-300-03-04,WI-000776,Story,Story 2 for PJ-300-03-04,Done,False,2026-06-23,2026-07-04,5
WI-000780,PJ-300-03-04,WI-000777,Story,Story 3 for PJ-300-03-04,Blocked,True,2026-05-12,,8
WI-000781,PJ-300-03-04,WI-000776,Story,Story 4 for PJ-300-03-04,Backlog,False,2026-06-28,,1
WI-000782,PJ-300-03-04,WI-000777,Story,Story 5 for PJ-300-03-04,Ready,False,2026-06-07,,1
WI-000783,PJ-300-03-04,WI-000777,Story,Story 6 for PJ-300-03-04,Review,False,2026-07-02,,8
WI-000784,PJ-300-03-04,WI-000775,Story,Story 7 for PJ-300-03-04,In Progress,False,2026-07-11,,13
WI-000785,PJ-300-03-04,WI-000775,Story,Story 8 for PJ-300-03-04,Done,False,2026-06-19,2026-07-30,8
WI-000786,PJ-300-03-04,WI-000777,Story,Story 9 for PJ-300-03-04,Ready,False,2026-04-25,,8
WI-000787,PJ-300-03-04,WI-000775,Story,Story 10 for PJ-300-03-04,Ready,False,2026-08-20,,1
WI-000788,PJ-300-03-04,WI-000777,Story,Story 11 for PJ-300-03-04,Ready,False,2026-04-04,,3
WI-000789,PJ-300-03-04,WI-000776,Story,Story 12 for PJ-300-03-04,Review,False,2026-01-14,,5
WI-000790,PJ-300-03-04,WI-000775,Story,Story 13 for PJ-300-03-04,In Progress,False,2026-02-13,,3
WI-000791,PJ-300-03-04,WI-000775,Story,Story 14 for PJ-300-03-04,Blocked,True,2026-08-22,,8
WI-000792,PJ-300-03-04,WI-000776,Story,Story 15 for PJ-300-03-04,Backlog,False,2026-08-06,,3
WI-000793,PJ-300-03-05,,Epic,Epic 1 for PJ-300-03-05,In Progress,False,2026-01-15,,
WI-000794,PJ-300-03-05,,Epic,Epic 2 for PJ-300-03-05,In Progress,False,2026-01-15,,
WI-000795,PJ-300-03-05,,Epic,Epic 3 for PJ-300-03-05,In Progress,False,2026-01-15,,
WI-000796,PJ-300-03-05,WI-000795,Story,Story 1 for PJ-300-03-05,Backlog,False,2026-02-24,,13
WI-000797,PJ-300-03-05,WI-000793,Story,Story 2 for PJ-300-03-05,Review,False,2026-05-26,,3
WI-000798,PJ-300-03-05,WI-000795,Story,Story 3 for PJ-300-03-05,Blocked,True,2026-08-26,,1
WI-000799,PJ-300-03-05,WI-000795,Story,Story 4 for PJ-300-03-05,Review,False,2026-08-28,,5
WI-000800,PJ-300-03-05,WI-000793,Story,Story 5 for PJ-300-03-05,In Progress,False,2026-01-15,,8
WI-000801,PJ-300-03-05,WI-000794,Story,Story 6 for PJ-300-03-05,In Progress,False,2026-04-28,,3
WI-000802,PJ-300-03-05,WI-000794,Story,Story 7 for PJ-300-03-05,Backlog,False,2026-01-28,,13
WI-000803,PJ-300-03-05,WI-000794,Story,Story 8 for PJ-300-03-05,Review,False,2026-02-17,,1
WI-000804,PJ-300-03-05,WI-000794,Story,Story 9 for PJ-300-03-05,Review,False,2026-01-26,,2
WI-000805,PJ-300-03-05,WI-000793,Story,Story 10 for PJ-300-03-05,Done,False,2026-01-22,2026-02-26,5
WI-000806,PJ-300-03-05,WI-000793,Story,Story 11 for PJ-300-03-05,Review,False,2026-02-01,,2
WI-000807,PJ-300-03-05,WI-000794,Story,Story 12 for PJ-300-03-05,Blocked,True,2026-07-16,,2
WI-000808,PJ-300-03-05,WI-000794,Story,Story 13 for PJ-300-03-05,Review,False,2026-05-01,,3
WI-000809,PJ-300-03-05,WI-000793,Story,Story 14 for PJ-300-03-05,Review,False,2026-04-04,,8
WI-000810,PJ-300-03-05,WI-000793,Story,Story 15 for PJ-300-03-05,In Progress,False,2026-07-27,,5
